zip,neighborhood,price,period,type,beds,baths,parking,description
96815,Waikiki,,,Apartment/Coop/Loft,,,,"GRAND OPENING ALA WAI GARDEN PLAZA 2055 Ala Wai Blvd. 44 - 1 Bedroom Apts. Built in A/C's, Washer Dryers. Much more! See us on Wednesday, October 13 from 2pm-6pm TH Realty, Inc.... More Details"
96750,Kealakekua,$575 ,,Apartment/Coop/Loft,1,1,,"SENIORS-Studios & 1/1, sec'd bldg, $575-$900 util incl, must be 62 yrs Income Limits. 586-5338 More Details"
96797,Waipahu,"$1,350 ",,Apartment/Coop/Loft,3,1,,"Walk to shops/bus stop, Clean 3/1, prkg, water/elec $1350. KFG Properties, Inc. 456-8188/383-7986 More Details"
96750,Kealakekua,"$1,025 ",,Apartment/Coop/Loft,2,1,,"Clean 2/1, sec'd, cv'd prkg avail, $1025-$1200 incl water. Income limits. HAPI 594-0121 More Details"
96750,Kealakekua,$775 ,,Apartment/Coop/Loft,1,1,,"1/1 & 2/1, lanai, A/C, secured, covered parking, $775-$1200 incl. water Income limits. HAPI 594-0192 More Details"
96797,Waipahu,$700 ,,Apartment/Coop/Loft,2,1,1,1 or 2/1/1 $700 & up. Aniani Pl. Water incl. No pets/smkg. 941-8758 Leave tel # in Msg Slowly More Details
96825,Honolulu,"$1,950 ",,Apartment/Coop/Loft,,,,"Ocn Vw, full kitch, 600 sq ft, Studio, $1950 Claude Sayf (RA), Nagwa Saas (R) 722-0762 More Details"
96819,Moanalua,"$1,450 ",,Apartment/Coop/Loft,2,1,1,"3215 Ala Ilima 2/1/1 brand new kitchen, paint, W/D, $1450/mo. Hawaii Resource Realty 256-1635 More Details"
96814,Ala Moana,$925 ,,Apartment/Coop/Loft,2,1,1,"KAPIOLANI TERRACE studio, pkg, A/C, sec, pool #5913 $925 KAPIOLANI TOWERS 2/1/1 sec, pool, lanai #6062 $1475 incl Util MOANA PACIFIC 2/2/1 W/D, AC, hi fl, great amens... More Details"
96814,Ala Moana,"$2,650 ",,Apartment/Coop/Loft,3,2,,"Kapiolani Townhouse 3/2 ocn. view, clean, upgraded. $2650/mo. No smkg/pets. One Kalakaua Realty 949-1111 More Details"
96816,Kaimuki,"$2,700 ",,Single Family,3,2.5,,"OPEN HOUSE! Mon 11:30- 12:30, Wed. 12:30-1:30 3140 Kaimuki Ave. 3/2.5 split entry, all new appls, encl 2-car garage. $2700. ILC Int'l, Inc. 941-9925 More Details"
96814,Ala Moana,"$1,650 ",,Apartment/Coop/Loft,,,,"Kaheka Street 2 bdrm, 1 bath, parking. $1,650/mo No pets/No smoking. One Kalakaua Realty 949-1111 More Details"
96797,Waikele,"$1,700 ",,Single Family,,,,"3bdrm/2bath/street prkg, quiet, kitchen and living room floor newly remodeled and painted, wtr incl'd, $1700. 676-6067 More Details"
96814,Ala Moana,"$1,150 ",,Apartment/Coop/Loft,1,1,1,"1617 Kapiolani Blvd 1/1/1 keyed elev, A/C, $1150 free elec, nr mall. Palace Realty 591-2155 More Details"
96701,Aiea,"$2,200 ",,Single Family,4,1.5,2,"Kalike Pl 4/1.5/2 spac renov encl yd good loc $2200. Tom Shinsato Realty, 537-2442 x357. More Details"
96701,Aiea,$500 ,,Single Family,4,3,2,"$500 off 1st month's rent! 4/3/2 w/yard 99-1263 Aiea Hts Dr $2600. 203-6916, or 224-5318 marcusrealty.com More Details"
96701,Aiea,"$1,395 ",,Single Family,3,2,,"Attached nice, cln 3/2. Near Camp Smith. A/C. No pet/smk. $1395. Florence Suzuki (R) 235-1533 More Details"
96814,Downtown,"$1,200 ",,Apartment/Coop/Loft,,,,exec-centre studios from $1200 inclusive no parking honolulu realty 597 1330 honolulurealty.com More Details
96814,Downtown,"$1,400 ",,Apartment/Coop/Loft,1,1,,Honuakaha studio /1/1 W/D in unit. AC. $1400. Watanabe International Inc. 351-4547 More Details
96821,Aina Haina,"$6,500 ",,Single Family,3,2.5,,"WAILUPE CIRCLE, brand new 3/2.5 home w/2 car garage & detached 1/1 cottage. Lge kitchen & yd. Across the st. from beach access. $6500/mo Sharman Miller (RA) 783-2780 Cathy George & Assoc. More Details"
96814,Downtown,"$1,075 ",,Apartment/Coop/Loft,1,1,,"KUKUI PLAZA 1/1 Ewa Twr, sec, A/C, view, fab amens, no pkg #5458 $1075 More Details"
96814,Downtown,"$1,695 ",,Single Family,,,,Next to Queen's Med. Ctr. 3 Bedroom House. Covered Parking. $1695. Fahrni Realty 486-4166 More Details
96797,Waipahu,"$1,575 ",,Single Family,2,1,2,"On Beach, Remodeled 2/1/2, Patio, $1,575 Guy at 375-8300 West Oahu Realty More Details"
96815,Honolulu,"$2,000 ",,Apartment/Coop/Loft,1,1,1,"One Waterfront 1/1/1 prkg, nice oceanview, spacious, nice unit, $2000 + tax. Hawaiian Joy, LLC 923-1180 More Details"
96706,Ewa,"$3,200 ",,Single Family,,,,"4bd/3ba/2 car garage fenced yard, W/D, central A/C, pet negotiable. $3200. Call 744-8601 More Details"
96823,HI 96823,"$2,300 ",,Apartment/Coop/Loft,2,2,1,"Honolulu Park Pl 2/2/1 oceanvw, central a/c, amenities! $2300. Prudential Locations, LLC. 738-3108 More Details"
96819,Honolulu,"$1,050 ",,Apartment/Coop/Loft,,,,"DOWNTN 1 bd/1 bth, lanai, bright/breezy, 1 blk to Queen's Hosp/store. Sect 8 ok. $1050. 398-5164 More Details"
96816,Honolulu,"$1,795 ",,Single Family,3,2,3,"3/2/3 pkg encl fenced yrd w/fruit trees & flower garden. Incl stove, refrige, W/D. In cul-de-sac near golf course & church. No pets. $1795/mo 689-0082/220-3619 More Details"
96825,Hawaii Kai,"$2,795 ",,Single Family,4,2,,At Maniniholo St. Large 2 story 4/2 enclosed garage $2795. Fahrni Realty 486-4166 More Details
96706,Ewa,"$1,300 ",,Apartment/Coop/Loft,3,1,,"Ewa Apts lge 3/1 split level, patio, prkg $1300 Royal Hawn Properties 941-6111 More Details"
96814,Honolulu,"$2,400 ",,Single Family,4,2.5,2,"Kalama Vly 4/2.5/2 clean, new paint, enclosed garage $2400 Av now. B.Y. Realty Mgmt/Sales, 591-2941. More Details"
96823,HI 96823,$488 ,,Apartment/Coop/Loft,,,,"FRANCISCAN VISTAS EWA 91-1471 Miula Street Ewa Beach, Hawaii 96706 BRAND NEW affordable rentals for elderly independent living in Ewa Beach Affordable rents: 1 Bedroom from $488-$745/month 2... More Details"
96825,Hawaii Kai,"$2,000 ",,Apartment/Coop/Loft,2,2,2,"Naniwa Grdn 2/2/2, w/d, lanai, pool, $2000. TPM(R) 596-2511 x213 www.rentalshawaii.net More Details"
96734,Kailua,"$1,750 ",,Single Family,2,1,,"CUTE 2/1/PKG New paint, laminate flrs, yard, $1750. 537-9501 Donna J. Edwards Realty More Details"
96825,Hawaii Kai,"$1,500 ",,Apartment/Coop/Loft,1,1,1,"Plaza Hi Kai 1/1/1, new carpet, pool, w/d, $1500. TPM(R) 596-2511, x213 www.rentalshawaii.net More Details"
96797,Waipahu,"$2,400 ",,Single Family,4,2,2,"Large 4/2/2 -Duplex over 2,000sqft. Incl. Deck & Yard Svr, No Pets, $2,400 West Oahu Realty 839-3031 More Details"
96825,Hawaii Kai,"$1,780 ",,Apartment/Coop/Loft,1,1,1,"Moana Luan 1/1/1, wd, dw, upgrades, fresh paint, $1780. Cornerstone Properties 484-1211 More Details"
96734,Kailua,"$1,700 ",,Single Family,3,2,2,"Kailua 3/2/2 w/d, dw, private yard, covered patio $1700. Cornerstone Properties 484-1211 More Details"
96815,Kaimuki/kapahulu,"$2,500 ",,Single Family,,,,"2-story, 4bd/2.5ba + den. New carpet & paint. No pets. $2500. Pearl Properties, Inc. 677-1111 More Details"
96786,Wahiawa,"$1,500 ",,Single Family,2,1.5,,Single Level 2/1.5 built in 2005 quiet neighborhood $1500 incl wtr&elec. No pet Tsujimura & Assoc. 388-3630 More Details
96819,Honolulu,"$1,000 ",,Apartment/Coop/Loft,2,1,1,"Quiet 2/1/1, coin operated, water included, no pets/smk. $1000 Grubb & Ellis 441-0575 More Details"
96815,Kaimuki/kapahulu,$875 ,,Apartment/Coop/Loft,,,,"3114 Paliuli St. conv. coin-op, appl, near UH & bus $875. Tom Shinsato Realty, 537-2442 x281. More Details"
96744,Kaneohe,"$2,700 ",,Single Family,3,2,2,"Alii Shores. Very nice 3/2/2. Split A/C, W/D, $2700. The Realty Company Ltd. 220-7671 or 550-8827 More Details"
96744,Kaneohe,"$1,500 ",,Single Family,2,1,2,"Cottage 2/1/2 prkg. Newly renov w/laminate flrs, no pet $1500 incl. water/sewer. Corwin & Assoc. 955-8886 More Details"
96815,Kaimuki/kapahulu,"$1,550 ",,Apartment/Coop/Loft,2,2,1,"Hi-Sierra clean 2/2/1, $1550 incl utils, avail 11/2 B.Y. Realty Management & Sales, 591-2941. More Details"
96744,Kaneohe,"$1,100 ",,Single Family,,,,"Clean/Quiet Studio Duplex, water, elec & prkg $1100. KFG Properties, Inc. 456-8188, 383-7986 More Details"
96815,Kaimuki/kapahulu,$800 ,,Apartment/Coop/Loft,1,1,1,10th Ave. 1/1/1 $800. No pets. Sunny Isles Properties 942-7152 More Details
96826,Honolulu,"$1,150 ",,Apartment/Coop/Loft,2,1,1,"A VINEYARD COURT COME SEE OUR RENOVATED 2/1 UNITS $1150 incl water & 1 prkg. Coin laundry. Near Shops, Bus & School. Section 8 ok Hawaiian Island Comm. Ltd., 951-8968 More Details"
96744,Kaneohe,"$1,700 ",,Single Family,3,1,2,Ahuimanu Rd. 3/1/2 appl cln spacious yard $1700. Tom Shinsato Realty 537-2442 x244. More Details
96819,Kalihi,$950 ,,Apartment/Coop/Loft,,,,"Liliha 1 bdrm/1 bath. Near school, library, stores, busline From $950 City Properties 524-1455 More Details"
96744,Kaneohe,"$2,700 ",,Single Family,,,,"Lilipuna Rd 4 bdrm, 2 bath 2500 sqft split level. Lovely. Lge yd. $2700 incl yd care. Helen Skov (FA) 225-7144 Cathy George & Assoc. More Details"
96819,Kalihi,"$1,000 ",,Apartment/Coop/Loft,2,1,,"Clean/Quiet/Convenient 2/1, parking, water $1,000 KFG Properties, Inc. 456-8188, 383-7986 More Details"
96814,Honolulu,"$2,700 ",,Single Family,3,2,2,"KAPOLEI Knolls 3/2/2 car gar, yd. svc. incl. A/C, hardwd flrs, fenced yd. Hot tub $2700 Pacific Rlty Group 957-0776 More Details"
96744,Kaneohe,"$1,995 ",,Apartment/Coop/Loft,3,2,2,HAIKU HALE Very nice 3/2/2 Mtn/ocean view. Min. 6 mos lease. $1995 Stewart & Assoc 949-2302 Preview at: stewartandassoc.com More Details
96817,Liliha,"$1,800 ",,Single Family,3,1,,"Liliha nice 3/1/cov prkg gated, w/d, storage, c-fan, yd, no pet/smk $1800+elec Grubb & Ellis 441-0563 More Details"
96813,Kapiolani,$800 ,,Apartment/Coop/Loft,,,,"Kapiolani (2048) Studios & 1 Bdrm $800 & up util incl. Lease. Call 9-12 941-7000, 955-6740 More Details"
96822,Makiki,"$2,600 ",,Single Family,,,,"Top of Makiki St. Charming 3 bedroom 2 bath Carport, City View. $2600. Fahrni Realty 486-4166 More Details"
96813,Kapiolani,"$2,600 ",,Apartment/Coop/Loft,3,2,2,"Iolani Ct Plaza 3/2/2 vw, a/c, w/d, utils, $2600. Johnson S. Chen (R), Spectrum Investments 391-1818 More Details"
96822,Makiki,"$2,200 ",,Single Family,3,2,2,"Round Top Dr. lge, quiet 3/2/2 upstairs, w/d, elec wtr, cbl NO PET $2200 Pacific Properties 591-9433 More Details"
96701,Aiea,"$2,185 ",,Single Family,3,2,2,"WAI KALOI 3/2/2, no smoking. $2185 mo. 488-1070, 583-1556 VM Shirley Onishi Realtor LLC More Details"
96813,Kapiolani,$825 ,,Apartment/Coop/Loft,1,1,,"1875 Kap Blvd 1/1, grnd floor, walk to Waikiki/Ala Moana. Elec sep. $825. ILC Int'l, Inc. 941-9925 More Details"
96707,Makakilo,"$2,100 ",,Single Family,3,2,,"Makakilo 3/2/gar yd w/ svc renov. new appl. drapes crpts $2100 Tom Shinsato Realty, 537-2442 x362. More Details"
96814,Honolulu,$950 ,,Apartment/Coop/Loft,1,1,1,"LAUIKI ST. 1/1/1 clean Ground floor, $950. B.Y. Realty Management & Sales, 591-2941. More Details"
96822,Punahou,"$2,300 ",,Single Family,3,1,2,"3/1/2 grd flr, new pnt, lam/ceramic flr, nr Pun., util incl, no pets, $2300 Island Mgmt 734-5224 More Details"
96822,Manoa,"$1,850 ",,Single Family,,,,"Nehoa - Duplex ground floor 2 bdrm/2 bath apprx. 1044 sf, 2 parking stalls. $1850/mo. Young Prop. Inc 596-8777 More Details"
96786,Wahiawa,"$1,100 ",,Apartment/Coop/Loft,,,,Kapiolani Terrace Studio New Kitchen & Laminate Floors $1100. No Pets. Tsujimura & Assoc. 388-3630 More Details
96813,Kapiolani,"$1,400 ",,Apartment/Coop/Loft,1,1,1,"Iolani Court Plaza 1/1/1 high flr, A/C, $1,400 incl utils, elec, wtr, basic cable Corwin & Assoc. 955-8886 More Details"
96826,Mccully,"$1,475 ",,Single Family,4,1.5,2,"Date St (2240) 4/1.5/2 dplx lower unit, no pets. $1475 HI Rlty Mgmt 941-2948 hawaiirealty@msn.com More Details"
96813,Kapiolani,$845 ,,Apartment/Coop/Loft,1,1,1,"IOLANI TERRACE 1/1/1 lanai, laundry, ground flr #5935 $845 More Details"
96818,Salt Lake,"$1,595 ",,Single Family,,,1,"Partly furn 3 bdrm, 1 bath duplex 1 prkg. PH view. $1595. Sec. 8 ok. Fahrni Realty 486-4166 More Details"
96817,Nuuanu,"$2,300 ",,Single Family,3,2,3,"Nuuanu Large renovated 3/2, 3 prkg, Nr. Maemae School. $2300+utils. Diamond Int'l. 595-8858 More Details"
96817,Liliha,"$1,750 ",,Single Family,3,1.5,,"Kunawai-Great renov 3/1.5 duplex, cvr'd prkg, furn neg, $1750 incl water Properties Unltd 486-8821 More Details"
96817,Nuuanu,"$1,250 ",,Single Family,2,1,1,Waolani Ave. 2/1 cottage 1 prkg No pets/smkg. $1250 621-2500 UR SVCS. More Details
96813,Kapiolani,"$1,100 ",,Apartment/Coop/Loft,1,1,1,"Great location! 1/1 walkup bldg. 2453 Kapiolani Blvd. Electricity sep. 1 pkg $1100 ILC Int'l, Inc. 941-9925 More Details"
96819,Honolulu,$750 ,,Business And Industrials,,,,"WAIPIO Gentry, vacant, fenced yard space, mo. to mo. 5,000 sq ft $750 mo. 398-5164 More Details"
96797,Waipahu,$650 ,,Rooms For Rent,,,,"1 ROOM- Share bath, kitchen & washer. $650 Incl Utils Call: 678-9003 or 227-9002 More Details"
96813,Pacific Heights,$900 ,,Apartment/Coop/Loft,1,1,1,"1469 Lusitana St. 1/1/1 $900 water/elec. incl. Newly renovated, coin lndry Palace Realty 591-2155 More Details"
96815,Kaimuki/kapahulu,"$1,850 ",,Single Family,3,1,1,"808 Olokele Ave 3/1/1, $1850 wtr incl. New carpet, close to shopping. Palace Realty 591-2155 More Details"
96813,Pacific Heights,"$1,400 ",,Apartment/Coop/Loft,,,,"Large 2 bdrm, 1 bath, 2nd floor, 1547 Miller St. $1400/mo. Section 8 ok. Diamond Int'l. 955-3037 More Details"
